Filename,DOI,OpenAlex ID,PMID,PMCID,Title,Authors,First Author,Journal,Publication Year,Create Date,Citation,Metadata Source,File Size Bytes,Page Count,SHA256,PDF Title,PDF Author,PDF Subject,PDF Keywords,PDF Creator,PDF Producer
10.1101_2021.06.28.21258167__9742e6fdfd7d.pdf,10.1101/2021.06.28.21258167,,,,Characterizing Dual Combination Therapy Use in Treatment Escalation of Hypertension: Real-World Evidence from Multinational Cohorts,"Lu Y, Li J, Wang X, Cho J, Dorajoo S, Feng M, Hsu M, Hsu J, Hwang J, Iqbal U, Jason C, Jonnagaddala J, Li Y, Liaw S, Lim H, Ngiam K, Nguyen P, Park R, Pratt N, Reich C, Rhee S, Kumaran Sathappan S, Shin S, Tan H, You S, Zhang X, Krumholz H, Suchard M, Liu Y, Van Zandt M, Xu H",Lu Y,,2021,,,crossref,3222619,31,7fcf77fc931d6ad07b92209b639ed646f615ed3889e68542f053f6e9b04bb842,Characterizing Dual Combination Therapy Use in Treatment Escalation of Hypertension: Real-World Evidence from Multinational Cohorts,,,,Word,macOS Version 10.15.5 (Build 19F101) Quartz PDFContext
10.1101_2021.07.10.21258463__8435c7489dd4.pdf,10.1101/2021.07.10.21258463,,,,"Bias, precision and timeliness of historical (background) rate comparison methods for vaccine safety monitoring: an empirical multi-database analysis","Li X, Lai L, Ostropolets A, Arshad F, Tan E, Casajust P, Alshammari T, Duarte-Salles T, Minty E, Areia C, Pratt N, Ryan P, Hripcsak G, Suchard M, Schuemie M, Prieto-Alhambra D",Li X,,2021,,,crossref,2617047,32,758d24b844aad5e0adf5d8e02a91763ad5c962dd454d032602adb4e72b535bf1,"Bias, precision and timeliness of historical (background) rate comparison methods for vaccine safety monitoring: an empirical multi-database analysis",Dani Prieto-Alhambra,,,Microsoft® Word for Microsoft 365,Microsoft® Word for Microsoft 365
10.1101_2021.07.13.21260449__6d2f7a2e0e5e.pdf,10.1101/2021.07.13.21260449,,,,Characterization of long-term patient-reported symptoms of COVID-19: an analysis of social media data,"Banda J, Adderley N, Ahmed W, AlGhoul H, Alser O, Alser M, Areia C, Cogenur M, Fišter K, Gombar S, Huser V, Jonnagaddala J, Lai L, Leis A, Mateu L, Mayer M, Minty E, Morales D, Natarajan K, Paredes R, Periyakoil V, Prats-Uribe A, Ross E, Singh G, Subbian V, Vivekanantham A, Prieto-Alhambra D",Banda J,,2021,,,crossref,902574,18,0c5fa7b045dcceb292d7a334e7c006d51dfcfc6243b57e3373141b17bc82e98b,Characterization of long-term patient-reported symptoms of COVID-19: an analysis of social media data,,,,Microsoft® Word for Microsoft 365,Microsoft® Word for Microsoft 365
10.1101_2021.07.21.21260282__b97943af9964.pdf,10.1101/2021.07.21.21260282,,,,Low adherence to existing model reporting guidelines by commonly used clinical prediction models,"Lu J, Callahan A, Patel B, Morse K, Dash D, Shah N",Lu J,,2021,,,crossref,269683,33,8f1023d84993bace19f89154916a52e8b084268ed275b827fb27fca99c85db2d,Low adherence to existing model reporting guidelines by commonly used clinical prediction models,Administrator,,,PScript5.dll Version 5.2.2,Acrobat Distiller 8.1.0 (Windows)
10.1101_2021.07.29.21261348__bdcfbf0e26f6.pdf,10.1101/2021.07.29.21261348,,,,Thrombosis and thrombocytopenia after vaccination against and infection with SARS-CoV-2: a population-based cohort analysis,"Burn E, Li X, Delmestri A, Jones N, Duarte-Salles T, Reyes C, Martinez-Hernandez E, Marti E, Verhamme K, Rijnbeek P, Strauss V, Prieto-Alhambra D",Burn E,,2021,,,crossref,1979911,59,2cd9e56df052f546a0ae0baba2e85ae25c0879504c57e6839945319eb26972b5,Thrombosis and thrombocytopenia after vaccination against and infection with SARS-CoV-2: a population-based cohort analysis,Ed,,,Microsoft® Word for Microsoft 365,Microsoft® Word for Microsoft 365
10.1101_2021.08.06.21261709__ebf66470209b.pdf,10.1101/2021.08.06.21261709,,,,"The impact of the COVID-19 pandemic on diagnoses of common mental health disorders in adults in Catalonia, Spain","Raventós B, Pistillo A, Reyes C, Fernández-Bertolín S, Aragón M, Berenguera A, Jacques-Aviñó C, Medina-Perucha L, Burn E, Duarte-Salles T",Raventós B,,2021,,,crossref,3655650,41,c0b17a09a11cf406edb6d5074aa6eebf71c1316f9fb6c0e6ff17327faadebb35,"The impact of the COVID-19 pandemic on diagnoses of common mental health disorders in adults in Catalonia, Spain",,,,Word,macOS Version 11.4 (Build 20F71) Quartz PDFContext
10.1101_2021.08.09.21261780__124718254ff9.pdf,10.1101/2021.08.09.21261780,,,,Vaccine safety surveillance using routinely collected healthcare data – An empirical evaluation of epidemiological designs,"Schuemie M, Arshad F, Pratt N, Nyberg F, Alshammari T, Hripcsak G, Ryan P, Prieto-Alhambra D, Lai L, Li X, Stephen F, Minty E, Suchard M",Schuemie M,,2021,,,crossref,1387264,18,6ca0ec7ecb6088b46e6e278176ca4dbb05735b7c775881809a1554c718160f87,Vaccine safety surveillance using routinely collected healthcare data – An empirical evaluation of epidemiological designs,Martijn Schuemie,,,Microsoft® Word for Microsoft 365,Microsoft® Word for Microsoft 365
10.1101_2021.08.21.21262393__b2171d4f8f22.pdf,10.1101/2021.08.21.21262393,,,,Global disparities in SARS-CoV-2 genomic surveillance,"Brito A, Semenova E, Dudas G, Hassler G, Kalinich C, Kraemer M, Ho J, Tegally H, Githinji G, Agoti C, Matkin L, Whittaker C, Howden B, Sintchenko V, Zuckerman N, Mor O, Blankenship H, Oliveira T, Lin R, Siqueira M, Resende P, Vasconcelos A, Spilki F, Aguiar R, Alexiev I, Ivanov I, Philipova I, Carrington C, Sahadeo N, Gurry C, Maurer-Stroh S, Naidoo D, von Eije K, Perkins M, Kerkhove M, Hill S, Sabino E, Pybus O, Dye C, Bhatt S, Flaxman S, Suchard M, Grubaugh N, Baele G, Faria N",Brito A,,2021,,,crossref,5715791,24,1a74f69c5253734e342874aff80dacec7a9840d038d07a7243c4591de0ff9daa,Global disparities in SARS-CoV-2 genomic surveillance,,,,Word,macOS Version 10.14.4 (Build 18E226) Quartz PDFContext
10.1101_2021.08.29.21262775__2a6bc661bed7.pdf,10.1101/2021.08.29.21262775,,,,National Population-Level Disparities in COVID-19 Mortality Across the Intersection of Race/Ethnicity and Sex in the United States,"Xu J, Chen J, Belin T, Brookmeyer R, Suchard M, Ramirez C",Xu J,,2021,,,crossref,541593,18,fd799d2de78d5bdc730d7ef75132ecbd5ef1718241f0c1a2dda60507d2ddb381,National Population-Level Disparities in COVID-19 Mortality Across the Intersection of Race/Ethnicity and Sex in the United States,,,,LaTeX with hyperref,pdfTeX-1.40.21
10.1101_2021.09.08.21263276__30e2143ad1ec.pdf,10.1101/2021.09.08.21263276,,,,"“Association between COVID-19 vaccination, infection, and risk of Guillain-Barre syndrome, Bell’s palsy, encephalomyelitis and transverse myelitis: a population-based cohort and self-controlled case series analysis”","Li X, Martinez-Hernandez E, Roel Herranz E, Delmestri A, Duarte-Salles T, Strauss V, Burn E, Prieto-Alhambra D",Li X,,2021,,,crossref,861049,29,6778bf60c7a5186ec3087cc3cf024c114a042a45fa0a93fe3321e69cc936e27c,"“Association between COVID-19 vaccination, infection, and risk of Guillain-Barre syndrome, Bell’s palsy, encephalomyelitis and transverse myelitis: a population-based cohort and self-controlled case series analysis”",Xintong Li,,,Microsoft® Word for Microsoft 365,Microsoft® Word for Microsoft 365
10.1101_2021.09.27.21264139__fd94302fe243.pdf,10.1101/2021.09.27.21264139,,,,RESEARCH PROTOCOL: Large-scale evidence generation and evaluation across a network of databases for type 2 diabetes mellitus,"Khera R, Scheumie M, Lu Y, Ostropolets A, Chen R, Hripcsak G, Ryan P, Krumholz H, Suchard M",Khera R,,2021,,,crossref,772361,80,7d1061501a4cf7fc3ec2f17c84ff2f16449ae1f3cb49ae3762e0f1ad02778a7c,RESEARCH PROTOCOL: Large-scale evidence generation and evaluation across a network of databases for type 2 diabetes mellitus,,,,LaTeX via pandoc,xdvipdfmx (20210318)
10.1101_2021.09.28.21264186__9dd058577bb8.pdf,10.1101/2021.09.28.21264186,,,,Effect of common maintenance drugs on the risk and severity of COVID-19 in elderly patients,"Fung K, Baik S, Baye F, Zheng Z, Huser V, McDonald C",Fung K,,2021,,,crossref,774685,33,97282df4a9534223cdee6ab2e079919fcce378311b3e9f20e3a968651525cb4e,,"Fung, Kin Wah (NIH/NLM/LHC) [E]",,,Acrobat PDFMaker 21 for Word,Adobe PDF Library 21.7.123
10.1101_2021.10.07.21264711__ebddb0534f98.pdf,10.1101/2021.10.07.21264711,,,,Differential anchoring effects of vaccination comparator selection: characterizing a potential bias due to healthcare utilization in COVID-19 versus influenza,"Ostropolets A, Ryan P, Schuemie M, Hripcsak G",Ostropolets A,,2021,,,crossref,636826,16,3fa61f9563ac3fa204f5b0d92cf7d1c9085f8ba49eea3bec2b385edeb7621b73,Differential anchoring effects of vaccination comparator selection: characterizing a potential bias due to healthcare utilization in COVID-19 versus influenza,Administrator,,,PScript5.dll Version 5.2.2,Acrobat Distiller 8.1.0 (Windows)
10.1101_2021.10.18.21265168__6d2f517269f0.pdf,10.1101/2021.10.18.21265168,,,,Who has long-COVID? A big data approach,"Pfaff E, Girvin A, Bennett T, Bhatia A, Brooks I, Deer R, Dekermanjian J, Jolley S, Kahn M, Kostka K, McMurry J, Moffitt R, Walden A, Chute C, Haendel M",Pfaff E,,2021,,,crossref,1645750,22,2ba788e1adb178e98b99d71107b5073bf614db5899cdebf96048e338319e5324,Who has long-COVID? A big data approach,,,,,Skia/PDF m97 Google Docs Renderer
10.1101_2021.10.22.21265374__32396a14b7b5.pdf,10.1101/2021.10.22.21265374,,,,Trends in the conduct and reporting of clinical prediction model development and validation: a systematic review,"Yang C, Kors J, Ioannou S, John L, Markus A, Rekkas A, de Ridder M, Seinen T, Williams R, Rijnbeek P",Yang C,,2021,,,crossref,270489,21,f2f103f71db3a5d38e7ac92c674653ae2d4b8d0b2bb1318a2e08f3b71bd3dfe8,Trends in the conduct and reporting of clinical prediction model development and validation: a systematic review,Administrator,,,PScript5.dll Version 5.2.2,Acrobat Distiller 8.1.0 (Windows)
10.1101_2021.10.25.21265398__4cc419083027.pdf,10.1101/2021.10.25.21265398,,,,"Genome-wide polygenic score with
                  <i>APOL1</i>
                  risk genotypes predicts chronic kidney disease across major continental ancestries","Khan A, Turchin M, Patki A, Srinivasasainagendra V, Shang N, Nadukuru R, Jones A, Malolepsza E, Dikilitas O, Kullo I, Schaid D, Karlson E, Ge T, Meigs J, Smoller J, Lange C, Crosslin D, Jarvik G, Bhatraju P, Hellwege J, Chandler P, Torvik L, Fedotov A, Liu C, Kachulis C, Abul-Husn N, Cho J, Ionita-Laza I, Gharavi A, Chung W, Hripcsak G, Weng C, Nadkarni G, Irvin M, Tiwari H, Kenny E, Limdi N, Kiryluk K",Khan A,,2021,,,crossref,2197048,48,7045bbc9718df99dbb2d846f1096a2dd8db165351095b81b38dbb7ae05023a3e,71595867,,,,Appligent AppendPDF Pro 5.5,Mac OS X 10.10.5 Quartz PDFContext
10.1101_2021.11.10.21266128__e22789b95430.pdf,10.1101/2021.11.10.21266128,,,,International impact of large multi-centre surgical trials of arthroscopic subacromial decompression,"Smith J, Kostka K, Beard D, Carr A, Rees J, Prieto-Alhambra D",Smith J,,2021,,,crossref,254394,10,518cc6a290febf7c21879846c59cb0f2cd58d3e614f5c7d2c5380ed28f8cb67f,International impact of large multi-centre surgical trials of arthroscopic subacromial decompression,,,,LaTeX via pandoc,pdfTeX-1.40.23
10.1101_2021.11.18.21266518__ad3add215cb3.pdf,10.1101/2021.11.18.21266518,,,,Trajectories: a framework for detecting temporal clinical event sequences from health data standardized to the OMOP Common Data Model,"Künnapuu K, Ioannou S, Ligi K, Kolde R, Laur S, Vilo J, Rijnbeek P, Reisberg S",Künnapuu K,,2021,,,crossref,1267522,16,262cd6233044722a57f7b93974167dd9a2ef3e069589d5aa899a5ee2e3e09903,Trajectories: a framework for detecting temporal clinical event sequences from health data standardized to the OMOP Common Data Model,,,,Word,macOS Version 11.6 (Build 20G165) Quartz PDFContext
10.1101_2021.11.23.21266734__3102a5fed6a8.pdf,10.1101/2021.11.23.21266734,,,,Establishing and characterising large COVID-19 cohorts after mapping the Information System for Research in Primary Care in Catalonia to the OMOP Common Data Model,"Burn E, Fernández-Bertolín S, Voss E, Blacketer C, Aragón M, Recalde M, Roel E, Pistillo A, Raventós B, Reyes C, van Sandijk S, Halvorsen L, Rijnbeek P, Duarte-Salles T",Burn E,,2021,,,crossref,1582433,33,d968047de392e1b22ded9d6d735a94d336b2a6372ff7514e1da5f2a3a06fd55e,Establishing and characterising large COVID-19 cohorts after mapping the Information System for Research in Primary Care in Catalonia to the OMOP Common Data Model,Ed Burn,,,Microsoft® Word for Microsoft 365,Microsoft® Word for Microsoft 365
10.1101_2021.12.14.21267606__dfa508efdf0a.pdf,10.1101/2021.12.14.21267606,,,,Context-specific emergence and growth of the SARS-CoV-2 Delta variant,"McCrone J, Hill V, Bajaj S, Pena R, Lambert B, Inward R, Bhatt S, Volz E, Ruis C, Dellicour S, Baele G, Zarebski A, Sadilek A, Wu N, Schneider A, Ji X, Raghwani J, Jackson B, Colquhoun R, O’Toole Á, Peacock T, Twohig K, Thelwall S, Dabrera G, Myers R, Faria N, Huber C, Bogoch I, Khan K, du Plessis L, Barrett J, Aanensen D, Barclay W, Chand M, Connor T, Loman N, Suchard M, Pybus O, Rambaut A, Kraemer M",McCrone J,,2021,,,crossref,6330654,64,7c34922f2be52f74f1b55aee532741c93b6418f9c85a608ac8c6c9901f2fc025,Context-specific emergence and growth of the SARS-CoV-2 Delta variant,Moritz Kraemer,,,Word,macOS Version 10.15.7 (Build 19H1323) Quartz PDFContext
10.1101_2021.12.22.21268253__eec528222b03.pdf,10.1101/2021.12.22.21268253,,,,COVID-19 vaccination effectiveness rates by week and sources of bias,"Ostropolets A, Hripcsak G",Ostropolets A,,2021,,,crossref,839707,25,61b88204f32dfbeaae06fedb7e568e937966687279a8e9836c1ee6da67017c63,59353364,Administrator,,,Appligent AppendPDF Pro 5.5,Acrobat Distiller 8.1.0 (Windows)
10.1101_2022.01.17.22269400__21b7c69cecf7.pdf,10.1101/2022.01.17.22269400,,,,Use of unstructured text in prognostic clinical prediction models: a systematic review,"Seinen T, Fridgeirsson E, Ioannou S, Jeannetot D, John L, Kors J, Markus A, Pera V, Rekkas A, Williams R, Yang C, van Mulligen E, Rijnbeek P",Seinen T,,2022,,,crossref,898645,25,6ea40e615d6a4a62d288bbd4dd06a2f675c903ec6752a8cdab24bf5b209c648b,Use of unstructured text in prognostic clinical prediction models: a systematic review,Administrator,,,PScript5.dll Version 5.2.2,Acrobat Distiller 8.1.0 (Windows)
10.1101_2022.01.24.22269588__e08b1dd03be5.pdf,10.1101/2022.01.24.22269588,,,,TreatmentPatterns: An R package to analyze treatment patterns of a study population of interest,"Markus A, Verhamme K, Kors J, Rijnbeek P",Markus A,,2022,,,crossref,2294884,31,ec631768c07ecd7c730e22fea533bf4c36fa4c62a096824fe02d9b5455efa690,TreatmentPatterns: An R package to analyze treatment patterns of a study population of interest,,,,Word,macOS Version 11.1 (Build 20C69) Quartz PDFContext
10.1101_2022.01.27.22269922__cc3d6043deb9.pdf,10.1101/2022.01.27.22269922,,,,Regional connectivity drove bidirectional transmission of SARS-CoV-2 in the Middle East during travel restrictions,"Parker E, Anderson C, Zeller M, Tibi A, Havens J, Laroche G, Benlarbi M, Ariana A, Robles-Sikisaka R, Latif A, Watts A, Awidi A, Jaradat S, Gangavarapu K, Ramesh K, Kurzban E, Matteson N, Han A, Hughes L, McGraw M, Spencer E, Nicholson L, Khan K, Suchard M, Wertheim J, Wohl S, Côté M, Abdelnour A, Andersen K, Abu-Dayyeh I",Parker E,,2022,,,crossref,1883963,31,63fc436dac8df27b5668d78d6d1bb0d02730de5132d3fbfbbdff7b2cc13af1da,Regional connectivity drove bidirectional transmission of SARS-CoV-2 in the Middle East during travel restrictions,,,,Word,macOS Version 12.0.1 (Build 21A559) Quartz PDFContext
10.1101_2022.01.27.22269965__7615e084651e.pdf,10.1101/2022.01.27.22269965,,,,Outbreak.info genomic reports: scalable and dynamic surveillance of SARS-CoV-2 variants and mutations,"Gangavarapu K, Latif A, Mullen J, Alkuzweny M, Hufbauer E, Tsueng G, Haag E, Zeller M, Aceves C, Zaiets K, Cano M, Zhou J, Qian Z, Sattler R, Matteson N, Levy J, Lee R, Freitas L, Maurer-Stroh S, Suchard M, Wu C, Su A, Andersen K, Hughes L",Gangavarapu K,,2022,,,crossref,3066618,20,dd4452ad95b00c435cdbda3e5a721d8b4c248ebd36b848c782742cf063b15b57,Outbreak.info genomic reports: scalable and dynamic surveillance of SARS-CoV-2 variants and mutations,,,,Word,macOS Version 10.15.7 (Build 19H2) Quartz PDFContext
10.1101_2022.01.31.22270187__e58c0fc0274a.pdf,10.1101/2022.01.31.22270187,,,,Patterns of Medication Use and Prescription Fills for Cardioprotective Anti-Hyperglycemic Agents in the United States,"Nargesi A, Clark C, Chen L, Liu M, Reddy A, Amodeo S, Oikonomou E, Suchard M, McGuire D, Lin Z, Inzucchi S, Khera R",Nargesi A,,2022,,,crossref,743161,23,c56e862d25a3a6d3c66d7b0a6c46013a1db8cd69c25dde803e2c5dac56228a0b,Patterns of Medication Use and Prescription Fills for Cardioprotective Anti-Hyperglycemic Agents in the United States,,,,Word,macOS Version 11.6 (Build 20G165) Quartz PDFContext
10.1101_2022.02.18.22271183__86b12f518672.pdf,10.1101/2022.02.18.22271183,,,,"Best of intent, worst of both worlds: why sequentially combining epidemiological designs does not improve signal detection in vaccine safety surveillance","Arshad F, Schuemie M, Minty E, Alshammari T, Lai L, Duarte-Salles T, Fortin S, Nyberg F, Ryan P, Hripcsak G, Prieto-Alhambra D, Suchard M",Arshad F,,2022,,,crossref,640269,18,88e3a869c1aacb64cb9e73b29e2e7f10831012e8ae934a4ff892420118531ad7,23238147,faaizah arshad,,,Appligent AppendPDF Pro 5.5,macOS Version 11.1 (Build 20C69) Quartz PDFContext
10.1101_2022.04.18.22273968__775a8d6e90d6.pdf,10.1101/2022.04.18.22273968,,,,Coding Long COVID: Characterizing a new disease through an ICD-10 lens,"Pfaff E, Madlock-Brown C, Baratta J, Bhatia A, Davis H, Girvin A, Hill E, Kelly L, Kostka K, Loomba J, McMurry J, Wong R, Bennett T, Moffitt R, Chute C, Haendel M",Pfaff E,,2022,,,crossref,1472660,15,dda3270252af629bee0c4f9288a6907cb179ae71a91338a56581ee0deeba6bde,Coding Long COVID: Characterizing a new disease through an ICD-10 lens,,,,,Skia/PDF m102 Google Docs Renderer
